1	0.09684094910820325
2	0.08641637240846951
3	0.07816640163461368
4	0.06222800434463554
5	0.040552465038167104
6	0.03833287147184213
7	0.03342513367533684
8	0.025626561966621213
9	0.030906868684622977
10	0.03954576659533712
11	0.031878209879828825
12	0.0271584607867731
13	0.025119536452823214
14	0.017448047693404887
15	0.018091097784539063
16	0.01733033002043764
17	0.01459213284154733
18	0.012711292184475396
19	0.01875465704749028
20	0.01537279070665439
21	0.012004418479692604
22	0.013219806520889202
23	0.009207978663552139
24	0.015118934162375
25	0.01559460535645485
26	0.015774067853473954
27	0.015351671622031264
28	0.012271132682346635
29	0.014889933531069093
30	0.014133793094919788
31	0.011851325320700804
32	0.012220874894410372
33	0.011687896007464992
34	0.010121796952767504
35	0.0097131566144526
36	0.014512339710361429
37	0.01015127289833294
38	0.010698155293034183
39	0.012578816049628787
40	0.01521736564528611
41	0.013752713489035765
42	0.015665101663519938
43	0.0155904785109063
44	0.011985693489097886
45	0.013279953919765022
46	0.014748227420366473
47	0.009886978401078118
48	0.01179636399158173
49	0.01304694265127182
50	0.009963601517180601
